Issue Type,Issue key,Issue id,Summary,Status,Outward issue link (Blocking),Outward issue link (Blocking),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Description,Custom field (Parent Link)
Requirement,DMFDREQ-44,73581,DIAG MFD C MCU1 Checksum Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MCU1 Checksum Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_MCU1_FIRMWARE_CHECKSUM_FAULT
MFD_C_BEZEL_MCU1_BOOTLOADER_CHECKSUM_FAULT",
Requirement,DMFDREQ-53,73590,DIAG MFD Encode C Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Enocde Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_MCU2_ENCODER_PUSHBUTTON_FAULT
MFD_C_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_3_FAULT
MFD_C_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_2_FAULT
MFD_C_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_1_FAULT
MFD_C_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_0_FAULT",
Requirement,DMFDREQ-47,73584,DIAG MFD C MCU2 Checksum Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MCU2 Checksum Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_MCU2_FIRMWARE_CHECKSUM_FAULT
MFD_C_BEZEL_MCU2_BOOTLOADER_CHECKSUM_FAULT",
Requirement,DMFDREQ-50,73587,DIAG MFD Temperature C Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Temperature Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_ENCODER_MCU2_TEMPERATURE_FAULT
MFD_C_BEZEL_HEATER_TEMPERATURE_FAULT
MFD_C_BEZEL_HEATER_VOLTAGE_FAULT
MFD_C_BEZEL_HEATER_CURRENT_FAULT
MFD_C_BEZEL_CON_TEMPERATURE_FAULT
MFD_C_BEZEL_MCU1_TEMPERATURE_FAULT
MFD_C_BEZEL_DISPLAY_TEMPERATURE_FAULT
MFD_C_BEZEL_POWER_SUPPLY_TEMPERATURE_FAULT
MFD_C_BEZEL_MAIN_BOARD_TEMPERATURE_FAULT",
Requirement,DMFDREQ-54,73591,DIAG MFD Encode R Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Enocde Fault' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_MCU2_ENCODER_PUSHBUTTON_FAULT
MFD_R_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_3_FAULT
 MFD_R_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_2_FAULT
 MFD_R_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_1_FAULT
 MFD_R_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_0_FAULT",
Requirement,DMFDREQ-52,73589,DIAG MFD Encode L Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Enocde Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_MCU2_ENCODER_PUSHBUTTON_FAULT
MFD_L_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_3_FAULT
MFD_L_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_2_FAULT
MFD_L_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_1_FAULT
MFD_L_BEZEL_MCU2_RIGHT_ROTARY_ENCODER_0_FAULT",
Requirement,DMFDREQ-56,73593,DIAG MFD Fan 1 C Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Fan 1 Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_FAN1_FAULT",
Requirement,DMFDREQ-63,73600,DIAG MFD Display R Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Display Fault' fault textbox in the appropriate R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_LCD_HEATER_FAULT
MFD_R_BEZEL_LED_BACKLIGHT_FAULT
MFD_R_BEZEL_LIGHT_SENSOR_FAULT
MFD_R_BEZEL_DISPLAY_BACKLIGHT_CURRENT_FAULT
MFD_R_BEZEL_DISPLAY_BACKLIGHT_VOLTAGE_FAULT",
Requirement,DMFDREQ-38,73575,DIAG MFD Any Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, when any fault is raised by the L/C/R MFD, the 'No Fault' textbox in the appropriate L/C/R column shall be bold MFD_RED.",
Requirement,DMFDREQ-66,73603,DIAG MFD MFD R Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MFD Fault' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_MCU2_SERIAL_FAULT
MFD_R_BEZEL_MCU2_ENCODER_MCU_FAULT
MFD_R_BEZEL_MCU2_I2C_BUS_FAULT
MFD_R_BEZEL_MCU2_EEPROM_FAULT
MFD_R_BEZEL_MCU1_MCU_FAULT
MFD_R_BEZEL_MCU1_USB_FAULT
MFD_R_BEZEL_I2C_KEYPAD_FAULT
MFD_R_BEZEL_CON_EXTERNAL_ADC_FAULT
MFD_R_BEZEL_CON_GPIO_EXPANDER_FAULT
MFD_R_BEZEL_MCU1_I2C_BUS_FAULT
MFD_R_BEZEL_MCU1_FRAM_READ_FAULT
MFD_R_BEZEL_3P3V_SUPPLY_VOLTAGE_FAULT
MFD_R_BEZEL_3P3V_SUPPLY_CURRENT_FAULT
MFD_R_BEZEL_5V_SUPPLY_VOLTAGE_FAULT
MFD_R_BEZEL_5V_SUPPLY_CURRENT_FAULT
MFD_R_BEZEL_12V_VOLTAGE_FAULT
MFD_R_BEZEL_12V_CURRENT_FAULT
MFD_R_BEZEL_28V_INPUT_VOLTAGE_FAULT
MFD_R_BEZEL_28V_INPUT_CURRENT_FAULT",
Requirement,DMFDREQ-42,73579,DIAG MFD 28V Fault R,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the '28V Fault R' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_RIGHT_POWER2_INPUT_FAULT",
Requirement,DMFDREQ-55,73592,DIAG MFD Fan 1 L Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Fan 1 Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_FAN1_FAULT",
Requirement,DMFDREQ-59,73596,DIAG MFD Fan 2 C Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Fan 2 Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_FAN2_FAULT",
Requirement,DMFDREQ-64,73601,DIAG MFD MFD L Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MFD Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_MCU2_SERIAL_FAULT
MFD_L_BEZEL_MCU2_ENCODER_MCU_FAULT
MFD_L_BEZEL_MCU2_I2C_BUS_FAULT
MFD_L_BEZEL_MCU2_EEPROM_FAULT, 
MFD_L_BEZEL_MCU1_MCU_FAULT
MFD_L_BEZEL_MCU1_USB_FAULT
MFD_L_BEZEL_I2C_KEYPAD_FAULT
MFD_L_BEZEL_CON_EXTERNAL_ADC_FAULT
MFD_L_BEZEL_CON_GPIO_EXPANDER_FAULT
MFD_L_BEZEL_MCU1_I2C_BUS_FAULT
MFD_L_BEZEL_MCU1_FRAM_READ_FAULT
MFD_L_BEZEL_3P3V_SUPPLY_VOLTAGE_FAULT
MFD_L_BEZEL_3P3V_SUPPLY_CURRENT_FAULT
MFD_L_BEZEL_5V_SUPPLY_VOLTAGE_FAULT
MFD_L_BEZEL_5V_SUPPLY_CURRENT_FAULT
MFD_L_BEZEL_12V_VOLTAGE_FAULT
MFD_L_BEZEL_12V_CURRENT_FAULT
MFD_L_BEZEL_28V_INPUT_VOLTAGE_FAULT
MFD_L_BEZEL_28V_INPUT_CURRENT_FAULT",
Requirement,DMFDREQ-51,73588,DIAG MFD Temperature R Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Temperature Fault' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_ENCODER_MCU2_TEMPERATURE_FAULT
MFD_R_BEZEL_HEATER_TEMPERATURE_FAULT
FD_R_BEZEL_HEATER_VOLTAGE_FAULT
MFD_R_BEZEL_HEATER_CURRENT_FAULT
MFD_R_BEZEL_CON_TEMPERATURE_FAULT
MFD_R_BEZEL_MCU1_TEMPERATURE_FAULT
MFD_R_BEZEL_DISPLAY_TEMPERATURE_FAULT
MFD_R_BEZEL_POWER_SUPPLY_TEMPERATURE_FAULT
MFD_R_BEZEL_MAIN_BOARD_TEMPERATURE_FAULT",
Requirement,DMFDREQ-60,73597,DIAG MFD Fan 2 R Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Fan 2 Fault' fault textbox in the appropriate R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_FAN2_FAULT",
Requirement,DMFDREQ-39,73576,DIAG MFD 28V Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the '28V Fault L' fault textbox in the appropriate L/C/R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_LEFT_POWER1_INPUT_FAULT, MFD_C_BEZEL_LEFT_POWER1_INPUT_FAULT, MFD_R_BEZEL_LEFT_POWER1_INPUT_FAULT",
Requirement,DMFDREQ-48,73585,DIAG MFD R MCU2 Checksum Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MCU2 Checksum Fault' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_MCU2_FIRMWARE_CHECKSUM_FAULT
MFD_R_BEZEL_MCU2_BOOTLOADER_CHECKSUM_FAULT",
Requirement,DMFDREQ-45,73582,DIAG MFD R MCU1 Checksum Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MCU1 Checksum Fault' fault textbox in the R column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_R_BEZEL_MCU1_FIRMWARE_CHECKSUM_FAULT
MFD_R_BEZEL_MCU1_BOOTLOADER_CHECKSUM_FAULT",
Requirement,DMFDREQ-46,73583,DIAG MFD L MCU2 Checksum Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MCU2 Checksum Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_MCU2_FIRMWARE_CHECKSUM_FAULT
MFD_L_BEZEL_MCU2_BOOTLOADER_CHECKSUM_FAULT",
Requirement,DMFDREQ-61,73598,DIAG MFD Display L Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Display Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_LCD_HEATER_FAULT
MFD_L_BEZEL_LED_BACKLIGHT_FAULT
MFD_L_BEZEL_LIGHT_SENSOR_FAULT
MFD_L_BEZEL_DISPLAY_BACKLIGHT_CURRENT_FAULT
MFD_L_BEZEL_DISPLAY_BACKLIGHT_VOLTAGE_FAULT",
Requirement,DMFDREQ-43,73580,DIAG MFD L MCU1 Checksum Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MCU1 Checksum Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_MCU1_FIRMWARE_CHECKSUM_FAULT,
MFD_L_BEZEL_MCU1_BOOTLOADER_CHECKSUM_FAULT",
Requirement,DMFDREQ-41,73578,DIAG MFD 28V Fault C,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the '28V Fault R' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_RIGHT_POWER2_INPUT_FAULT",
Requirement,DMFDREQ-62,73599,DIAG MFD Display C Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Display Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_LCD_HEATER_FAULT
MFD_C_BEZEL_LED_BACKLIGHT_FAULT
MFD_C_BEZEL_LIGHT_SENSOR_FAULT
MFD_C_BEZEL_DISPLAY_BACKLIGHT_CURRENT_FAULT
MFD_C_BEZEL_DISPLAY_BACKLIGHT_VOLTAGE_FAULT",
Requirement,DMFDREQ-65,73602,DIAG MFD MFD C Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'MFD Fault' fault textbox in the C column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_C_BEZEL_MCU2_SERIAL_FAULT
MFD_C_BEZEL_MCU2_ENCODER_MCU_FAULT
MFD_C_BEZEL_MCU2_I2C_BUS_FAULT
MFD_C_BEZEL_MCU2_EEPROM_FAULT
MFD_C_BEZEL_MCU1_MCU_FAULT
MFD_C_BEZEL_MCU1_USB_FAULT
MFD_C_BEZEL_I2C_KEYPAD_FAULT
MFD_C_BEZEL_CON_EXTERNAL_ADC_FAULT
MFD_C_BEZEL_CON_GPIO_EXPANDER_FAULT
MFD_C_BEZEL_MCU1_I2C_BUS_FAULT
MFD_C_BEZEL_MCU1_FRAM_READ_FAULT
MFD_C_BEZEL_3P3V_SUPPLY_VOLTAGE_FAULT
MFD_C_BEZEL_3P3V_SUPPLY_CURRENT_FAULT
MFD_C_BEZEL_5V_SUPPLY_VOLTAGE_FAULT
MFD_C_BEZEL_5V_SUPPLY_CURRENT_FAULT
MFD_C_BEZEL_12V_VOLTAGE_FAULT
MFD_C_BEZEL_12V_CURRENT_FAULT
MFD_C_BEZEL_28V_INPUT_VOLTAGE_FAULT
MFD_C_BEZEL_28V_INPUT_CURRENT_FAULT",
Requirement,DMFDREQ-58,73595,DIAG MFD Fan 2 L Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Fan 2 Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_FAN2_FAULT",
Requirement,DMFDREQ-49,73586,DIAG MFD Temperature L Fault,In Requirement Review,,,,,,,,,,,,,"On the DIAG-MFD Page, the 'Temperature Fault' fault textbox in the L column shall be bold MFD_RED when any of the following data dict items have a value of 1:
MFD_L_BEZEL_ENCODER_MCU2_TEMPERATURE_FAULT
MFD_L_BEZEL_HEATER_TEMPERATURE_FAULT
MFD_L_BEZEL_HEATER_VOLTAGE_FAULT
MFD_L_BEZEL_HEATER_CURRENT_FAULT
MFD_L_BEZEL_CON_TEMPERATURE_FAULT
MFD_L_BEZEL_MCU1_TEMPERATURE_FAULT
MFD_L_BEZEL_DISPLAY_TEMPERATURE_FAULT
MFD_L_BEZEL_POWER_SUPPLY_TEMPERATURE_FAULT
MFD_L_BEZEL_MAIN_BOARD_TEMPERATURE_FAULT",
Requirement,DMFDREQ-1479,81855,DIAG MFD CPU Temps,In Requirement Review,,,,,,,,MFD-624,,,,,"The DIAG MFD Page shall display CPU Temperature for each MFD: Left, Center and Right.

!image-2025-08-05-10-05-34-794.png!",
Requirement,DMFDREQ-1487,81863,DIAG MFD Right NO FAULTS Color,In Requirement Review,,,,,,,,MFD-631,,,,,The DIAG MFD Page shall display NO FAULTS in Green Text when there are No Active Faults for MFD R (right) and White Text otherwise.,
Requirement,DMFDREQ-1482,81858,DIAG MFD Nav Data Cycle S and C ,In Requirement Review,,,,,,,,MFD-627,,,,,"The DIAG MFD Page shall display Nav Data Cycle S and C for each MFD: Left, Center and Right.",
Requirement,DMFDREQ-1486,81862,DIAG MFD Center NO FAULTS Color,In Requirement Review,,,,,,,,MFD-630,,,,,The DIAG MFD Page shall display NO FAULTS in Green Text when there are No Active Faults for MFD C (Center) and White Text otherwise.,
Requirement,DMFDREQ-1489,81865,DIAG MFD Right Fault Status,In Requirement Review,,,,,,,,MFD-634,,,,,"The DIAG MFD Page shall display a MFD R Fault Status list with these Flags:
||MFD R Fault Status||
|NO FAULTS|
|FAN 1 FAIL|
|FAN 2 FAIL|
|HEATER FAIL|
|BEZEL KEYPAD FAIL|
|LCD BACKLIGHT FAIL|
|GPIO FAIL|
|USB FAIL|
|SERIAL FAIL|
|12C FAIL|
|12V FAIL|
|3.3V FAIL|
|5V FAIL|
|28V BOARD FAIL|
|28V IN FAIL|
|TEMP SENSOR FAIL|
|BOARD TEMP|

 ",
Requirement,DMFDREQ-1653,82030,DIAG MFD Page Missing Values,In Requirement Review,,,,,,,,MFD-952,,,,,"The DIAG MFD page shall display the following when MFD data is unavailable or invalid as shown:
||Upper Table||Displayed||
|MFD L|Red ""MFD Status Packet Not Received"" inside a Red rectangle|
|MFD C|Red ""MFD Status Packet Not Received"" inside a Red rectangle|
|MFD R|Red ""MFD Status Packet Not Received"" inside a Red rectangle|

. !image-2021-06-24-12-42-09-980.png!
||Lower Lists||Displayed||
|MFD L|A single Red X across all Faults which are still listed in white.|
|MFD C|A single Red X across all Faults which are still listed in white.|
|MFD R|A single Red X across all Faults which are still listed in white.|

!image-2025-08-05-16-09-02-608.png!",
Requirement,DMFDREQ-1483,81859,DIAG MFD Nav Data Check Sums S and C,In Requirement Review,,,,,,,,MFD-628,,,,,"The DIAG MFD Page shall display Nav Data Check Sums S and C for each MFD: Left, Center and Right.",
Requirement,DMFDREQ-1480,81856,DIAG MFD MB,In Requirement Review,,,,,,,,MFD-625,,,,,"The DIAG MFD Page shall display MB for each MFD: Left, Center and Right as follow:
||Text||Text Color||
|INVALID|AMBER|
|OK|WHITE|
|OVERTEMP|AMBER|

 

!image-2025-08-05-10-05-00-810.png!",
Requirement,DMFDREQ-1488,81864,DIAG MFD Left Fault Status	,In Requirement Review,,,,,,,,MFD-632,,,,,"The DIAG MFD Page shall display a MFD L Fault Status list with these Flags:
||MFD L Fault Status||
|NO FAULTS|
|FAN 1 FAIL|
|FAN 2 FAIL|
|HEATER FAIL|
|BEZEL KEYPAD FAIL|
|LCD BACKLIGHT FAIL|
|GPIO FAIL|
|USB FAIL|
|SERIAL FAIL|
|12C FAIL|
|12V FAIL|
|3.3V FAIL|
|5V FAIL|
|28V BOARD FAIL|
|28V IN FAIL|
|TEMP SENSOR FAIL|
|BOARD TEMP|",
Requirement,DMFDREQ-1481,81857,DIAG MFD Check Sums,In Requirement Review,,,,,,,,MFD-626,,,,,"The DIAG MFD Page shall display Software Check Sums for each MFD: Left, Center and Right.",
Requirement,DMFDREQ-1484,81860,DIAG MFD Left NO FAULTS Color,In Requirement Review,,,,,,,,MFD-629,,,,,The DIAG MFD Page shall display NO FAULTS in Green Text when there are No Active Faults for MFD L (left) and White Text otherwise.,
Requirement,DMFDREQ-112,73649,DIAG A&B ADB Beta Upper Vane,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display ADB Beta Upper Vane in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-113,73650,DIAG A&B ADB Beta Lower Vane,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display ADB Beta Lower Vane in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-110,73647,DIAG A&B ADB Alpha Left Vane,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display ADB Alpha Left Vane in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-111,73648,DIAG A&B ADB Alpha Right Vane,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display ADB Alpha Right Vane in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-117,73654,DIAG A&B Right Cone Raw Angle,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display Right Cone Raw Angle in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-116,73653,DIAG A&B Left Cone Raw Angle,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display Left Cone Raw Angle in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-115,73652,DIAG A&B Cones Derived Beta,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display Cones Derived Beta in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-114,73651,DIAG A&B Cones Derived Alpha,In Requirement Review,,,,,,,,,,,,,"The DIAG A&B Page shall display Cones Derived Alpha in degrees from the FCC A, FCC B, and FCC C with up to 5 characters including 2 decimal precision.",
Requirement,DMFDREQ-721,81097,DIAG ADC Formatting,Review Deprecation Request,,,,,,,,MFD-1513,,,,,"The DIAG ADC page shall be formatted as shown.

 

!image-2021-06-23-14-35-31-975.png!",
Requirement,DMFDREQ-1408,81784,DIAG ADC Baro Alt,Review Deprecation Request,,,,,,,,MFD-552,,,,,The DIAG ADC Page shall display Baro Alt. in feet with 7 characters with commas as thousands separator.,
Requirement,DMFDREQ-1415,81791,DIAG ADC Altitude Rate,Review Deprecation Request,,,,,,,,MFD-557,,,,,"The DIAG ADC Page shall display Altitude Rate in ft/min with 7 characters with commas as thousands separator.

 ",
Requirement,DMFDREQ-1411,81787,DIAG ADC EAS,Review Deprecation Request,,,,,,,,MFD-554,,,,,The DIAG ADC Page shall display EAS in kts with 6 characters including 1 decimal precision.,
Requirement,DMFDREQ-1648,82025,DIAG ADC Page FTB Missing Values,Review Deprecation Request,,,,,,,,MFD-947,,,,,"The DIAG ADC page shall display ""NO DATA"" for the values and statuses listed below when they are unavailable or invalid:  
||Value or Status||Display||
|Boom Static Pressure|NO DATA|
|Boom Impact Pressure|NO DATA|

!image-2021-07-28-10-55-03-853.png!",
Requirement,DMFDREQ-1421,81797,DIAG ADC Boom Impact Pressure,Review Deprecation Request,,,,,,,,MFD-562,,,,,The DIAG ADC Page shall display Boom Impact Pressure in mb with 6 characters including 2 decimal precision (as calculated per FTB_IMPACT_PRESSURE / 2.088543423315).,
Requirement,DMFDREQ-1417,81793,DIAG ADC Baro Setting,Review Deprecation Request,,,,,,,,MFD-559,,,,,"The DIAG ADC Page shall display Baro Setting in inHg with 5 characters including 2 decimal precision.

 ",
Requirement,DMFDREQ-1405,81781,DIAG ADC Airspeed Rate,Review Deprecation Request,,,,,,,,MFD-550,,,,,The DIAG ADC Page shall display Airspeed Rate in kts/sec with 5 characters including 2 decimal precision.,
Requirement,DMFDREQ-1414,81790,DIAG ADC TAT,Review Deprecation Request,,,,,,,,MFD-556,,,,,The DIAG ADC Page shall display TAT in degC with 5 characters including 1 decimal precision.,
Requirement,DMFDREQ-737,81113,DIAG ADC Data Table,Review Deprecation Request,,,,,,,,MFD-1530,,,,,"The DIAG ADC page shall show a table with the following information for the Left and Right ADC:
||Value or Status||
|Airspeed Rate|
|Pressure Alt|
|Baro Alt|
|Mach|
|EAS|
|TAS|
|TAT|
|Altitude Rate|
|SAT|
|Baro Setting|
|Total Pressure|
|Static Pressure|

!image-2021-07-28-10-49-05-617.png!",
Requirement,DMFDREQ-1413,81789,DIAG ADC TAS,Review Deprecation Request,,,,,,,,MFD-555,,,,,The DIAG ADC Page shall display TAS in kts with 6 characters including 1 decimal precision.,
Requirement,DMFDREQ-1620,81997,DIAG ADC Data Stale,Review Deprecation Request,,,,,,,,MFD-907,,,,,The DIAG ADC Page shall display ADC Left/Right and Boom Data as the last valid value when new data is invalid.,
Requirement,DMFDREQ-1410,81786,DIAG ADC Mach,Review Deprecation Request,,,,,,,,MFD-553,,,,,The DIAG ADC Page shall display Mach in mach with 5 characters including 3 decimal precision.,
Requirement,DMFDREQ-1419,81795,DIAG ADC Total Pressure,Review Deprecation Request,,,,,,,,MFD-560,,,,,The DIAG ADC Page shall display Total Pressure in mb with 6 characters including 1 decimal precision.,
Requirement,DMFDREQ-1406,81782,DIAG ADC Pressure Alt,Review Deprecation Request,,,,,,,,MFD-551,,,,,The DIAG ADC Page shall display Pressure Alt in feet with 7 characters with commas as thousands separator.,
